brand_name,years_in_market,audience_reach,market_share,type_of_brand,reviews,sentiment_score,seo_score
SummitNet,11,540370.0,3.3,Manufacturing,4.0,-92.0,12
RadiantHub,27,2734108.0,19.98,Hospitality,4.0,-97.0,2
FusionZone,39,3143184.0,15.39,Tourism,2.0,-86.0,74
NovaFoods,39,2983215.0,18.36,Food,5.0,63.0,75
AtlasSystems,4,3245496.0,13.94,IT,2.0,16.0,86
ApexFoods,39,1499980.0,0.92,IT,4.0,4.0,76
VertexTravel,25,548915.0,4.01,Media,1.0,-73.0,46
OrbitHealth,38,496877.0,11.81,Energy,2.0,18.0,28
VertexLogics,20,1156222.0,2.3,Ecommerce,3.0,-52.0,35
OrbitSystems,20,1750662.0,5.61,Education,1.0,-78.0,4
RadiantLabs,6,4093871.0,10.0,IT,1.0,30.0,24
VertexTravel,15,2772775.0,3.35,Telecom,3.0,-99.0,95
PioneerZone,6,1645996.0,3.17,Hospitality,3.0,-62.0,85
ApexSystems,5,600009.0,17.29,Media,4.0,-23.0,63
ZenLogics,22,2087735.0,8.58,Energy,5.0,64.0,58
NovaHub,19,4762510.0,18.2,Food,5.0,-62.0,48
PioneerHealth,35,2131755.0,12.19,IT,4.0,-21.0,81
NovaTravel,37,764683.0,4.96,Logistics,3.0,-64.0,89
QuantumLabs,34,2452391.0,0.16,Ecommerce,2.0,31.0,74
FusionTravel,25,1497858.0,6.67,Tourism,2.0,100.0,90
SummitDigital,14,3638167.0,16.87,Healthcare,3.0,-80.0,63
PrimeNet,15,1627081.0,19.5,IT,4.0,-56.0,93
HorizonHealth,30,4379914.0,18.03,Retail,5.0,77.0,65
NovaZone,14,4676954.0,13.71,Fintech,5.0,-99.0,92
PioneerSystems,1,1943702.0,16.54,IT,1.0,85.0,97
ZenGlobal,4,1752108.0,8.51,Energy,2.0,48.0,43
EverestCore,34,3787930.0,19.95,Tourism,1.0,19.0,93
EverestSystems,2,4795575.0,13.63,Tourism,2.0,-48.0,10
FusionEnergy,31,4866146.0,8.58,Manufacturing,4.0,26.0,89
NovaZone,10,2332117.0,16.79,Education,3.0,-81.0,86
SummitCore,35,4188546.0,0.49,Telecom,1.0,65.0,50
EverestLogics,11,397592.0,18.5,Logistics,4.0,-54.0,2
AtlasMedia,24,870853.0,13.39,Healthcare,3.0,-74.0,74
FusionRetail,9,1044907.0,6.45,IT,4.0,68.0,79
NexusHealth,35,3438852.0,17.65,Logistics,5.0,50.0,35
QuantumLink,3,1925794.0,3.39,Retail,3.0,-8.0,81
RadiantTech,6,4660050.0,0.58,Logistics,3.0,-74.0,54
NimbusSystems,27,2751823.0,10.51,Logistics,2.0,98.0,89
PrimeCore,29,2803288.0,1.13,Media,3.0,-1.0,11
ApexLabs,7,508936.0,15.08,Ecommerce,2.0,4.0,14
ApexSystems,40,1643761.0,19.97,Logistics,3.0,-7.0,64
NexusFoods,1,1648534.0,17.12,Media,2.0,50.0,64
VertexTech,11,358452.0,4.69,IT,3.0,5.0,93
NexusLogics,24,692480.0,4.05,Retail,3.0,16.0,43
PrimeGlobal,11,3116947.0,4.92,IT,1.0,48.0,8
VertexEdge,4,4772581.0,17.85,Ecommerce,2.0,50.0,41
HorizonWorks,34,3549385.0,10.75,Fintech,1.0,68.0,26
RadiantMedia,10,1277959.0,7.79,Ecommerce,4.0,-17.0,2
QuantumWorks,13,2931031.0,4.3,Fintech,1.0,77.0,83
SummitLogics,9,2537700.0,12.89,Ecommerce,4.0,83.0,84
VelocityFoods,12,4918219.0,13.28,Tourism,5.0,1.0,37
ApexCore,8,4461977.0,18.69,Healthcare,5.0,87.0,42
OrbitHub,29,2980182.0,0.57,Food,3.0,-7.0,32
RadiantGlobal,9,4768681.0,3.89,Media,5.0,-63.0,35
PrimeTravel,23,2897275.0,5.03,IT,1.0,-9.0,22
PulseDigital,10,2149940.0,1.29,Hospitality,4.0,50.0,49
ApexSystems,24,1153311.0,17.93,Education,2.0,-74.0,44
PioneerSystems,9,2822778.0,14.49,Education,4.0,88.0,88
NexusLink,20,3519802.0,16.05,Manufacturing,3.0,-76.0,72
AuroraFoods,39,137663.0,15.14,Retail,3.0,21.0,81
VertexTravel,11,3641541.0,4.93,Manufacturing,3.0,77.0,39
PrimeTech,36,4244442.0,3.85,Fintech,2.0,-77.0,45
OrbitEnergy,18,3763444.0,6.48,Energy,1.0,-11.0,90
PrimeLabs,26,1693581.0,14.44,IT,2.0,95.0,7
FusionLogics,15,730108.0,16.75,IT,1.0,39.0,49
ZenPoint,40,2345474.0,16.08,Food,5.0,-87.0,42
RadiantLabs,15,4586915.0,6.28,Healthcare,5.0,-54.0,33
PulseLink,3,3040326.0,17.7,Consulting,5.0,-63.0,55
PulseEdge,20,2383732.0,11.49,Education,3.0,-98.0,32
PioneerCore,3,4768915.0,3.11,Logistics,1.0,42.0,99
PioneerLogics,21,4725372.0,3.14,Media,5.0,93.0,4
FusionPoint,14,4639614.0,10.56,Retail,1.0,99.0,80
AtlasGlobal,32,4830541.0,16.75,Energy,4.0,-66.0,57
OrbitPoint,39,2110048.0,0.98,Retail,2.0,-59.0,26
EverestGlobal,39,4392001.0,6.45,Consulting,3.0,3.0,6
RadiantMedia,19,3053681.0,4.88,Energy,1.0,-36.0,21
SummitNet,26,2772895.0,12.93,Manufacturing,2.0,37.0,77
VertexFoods,21,44512.0,7.31,Logistics,3.0,24.0,20
NovaTech,32,3785652.0,17.4,Manufacturing,5.0,52.0,67
VelocityNet,24,3358775.0,7.34,Logistics,1.0,51.0,94
SummitSystems,10,687930.0,9.47,Fintech,3.0,-6.0,100
BeaconTech,34,2840126.0,13.54,Ecommerce,2.0,-11.0,40
NimbusHealth,27,4693381.0,11.99,Tourism,4.0,51.0,59
VelocityFoods,24,4482068.0,4.19,Fintech,5.0,-24.0,33
PulseNet,39,954071.0,1.57,Food,1.0,-47.0,73
NimbusSystems,3,675123.0,11.8,Manufacturing,1.0,39.0,5
PrimeMedia,20,872649.0,4.86,Food,3.0,55.0,51
NimbusWorks,4,1734427.0,12.92,Media,1.0,-73.0,36
HorizonLabs,37,3466284.0,15.02,Retail,5.0,50.0,53
NimbusHealth,4,2940361.0,5.57,Tourism,2.0,-57.0,51
NexusTravel,13,450746.0,5.78,Ecommerce,2.0,92.0,35
VertexEnergy,14,2179840.0,16.51,Media,1.0,-17.0,82
HorizonHub,27,140131.0,3.61,Retail,3.0,23.0,31
NimbusHealth,23,4554112.0,16.14,Hospitality,5.0,0.0,0
PulseTravel,27,4136499.0,15.99,Education,4.0,-34.0,6
VertexTech,2,44513.0,12.49,Healthcare,1.0,98.0,5
HorizonEdge,8,3568514.0,3.33,Energy,4.0,-20.0,59
FusionDigital,16,3016851.0,17.35,Ecommerce,4.0,-65.0,88
BeaconFoods,32,4746271.0,0.35,Consulting,2.0,33.0,6
ZenGlobal,28,1487444.0,5.08,Energy,3.0,77.0,54
OrbitEdge,8,4485237.0,9.8,Media,2.0,-4.0,43
ZenMedia,31,2027187.0,9.92,Ecommerce,3.0,35.0,80
FusionNet,9,1931070.0,19.82,Telecom,1.0,-81.0,68
SummitTech,15,378613.0,0.98,Tourism,2.0,93.0,62
HorizonTech,19,1727803.0,15.27,IT,5.0,21.0,97
SummitMedia,36,3771492.0,16.01,Hospitality,1.0,-45.0,96
VertexTech,32,3811021.0,1.54,IT,1.0,-6.0,47
ZenMedia,15,269033.0,19.45,Consulting,3.0,93.0,12
EverestPoint,37,4999105.0,0.32,Telecom,2.0,-78.0,95
PioneerEnergy,21,4617084.0,5.36,IT,1.0,85.0,82
VertexWorks,2,4469461.0,14.13,Logistics,3.0,-94.0,7
HorizonPoint,2,479981.0,1.17,IT,3.0,77.0,100
VertexCore,14,3790654.0,14.84,Energy,2.0,97.0,53
VertexCore,29,4069180.0,0.22,Media,2.0,-5.0,94
PulseTech,25,232169.0,6.89,Hospitality,5.0,10.0,87
RadiantTravel,9,2673228.0,2.1,Media,4.0,-35.0,85
NovaNet,6,1472665.0,5.33,Education,1.0,7.0,97
HorizonWorks,37,783623.0,13.03,Fintech,3.0,-70.0,100
NexusFoods,32,4849774.0,11.91,Fintech,4.0,16.0,81
HorizonDigital,1,3554758.0,1.88,IT,2.0,75.0,89
QuantumGlobal,28,916201.0,6.23,Media,3.0,66.0,73
VelocityDigital,22,4820323.0,10.59,Manufacturing,4.0,-18.0,68
AtlasLabs,7,2986455.0,16.42,Education,3.0,-54.0,41
NimbusGlobal,11,4271367.0,17.15,Ecommerce,1.0,-54.0,64
VertexDigital,27,3016162.0,15.12,Fintech,2.0,-61.0,47
ZenHealth,6,4522465.0,14.97,Education,2.0,29.0,13
AtlasDigital,10,3668000.0,2.55,Logistics,5.0,95.0,81
SummitFoods,10,3629604.0,19.94,Healthcare,3.0,-10.0,6
EverestHealth,21,4832653.0,1.82,IT,5.0,80.0,55
NexusLogics,13,3398636.0,16.99,Hospitality,5.0,63.0,28
OrbitFoods,16,597582.0,12.13,Education,1.0,-32.0,78
VelocityHealth,30,4640664.0,5.2,Energy,3.0,64.0,85
VertexMedia,13,3300827.0,11.83,Telecom,5.0,83.0,35
NimbusMedia,21,2031934.0,10.3,Hospitality,3.0,87.0,45
VelocityNet,4,4284118.0,2.47,Consulting,2.0,40.0,22
AtlasGlobal,6,374447.0,10.96,Retail,2.0,-78.0,16
QuantumLogics,20,1276660.0,3.42,Hospitality,3.0,-36.0,39
VelocityEdge,13,3926419.0,0.94,Fintech,3.0,60.0,25
VelocityLabs,32,3412294.0,2.42,IT,3.0,73.0,54
PioneerEnergy,16,419265.0,2.72,Energy,2.0,-95.0,36
AtlasPoint,28,483113.0,19.18,Media,1.0,97.0,10
SummitTravel,33,604737.0,15.43,Tourism,1.0,-9.0,100
VertexHealth,33,1187999.0,18.03,Telecom,5.0,22.0,76
NovaLink,2,2161986.0,17.93,Manufacturing,3.0,54.0,35
HorizonEnergy,15,2791717.0,0.76,Food,2.0,93.0,71
AuroraGlobal,34,2546110.0,3.13,Food,5.0,-43.0,43
RadiantPoint,30,2022307.0,0.39,Healthcare,3.0,27.0,76
ApexLogics,38,1178767.0,1.56,Tourism,3.0,96.0,66
BeaconMedia,20,4174052.0,2.45,IT,5.0,-8.0,76
FusionLink,9,4685686.0,2.85,Media,2.0,-34.0,43
EverestTravel,14,2253228.0,4.69,Education,4.0,-67.0,73
PulseCore,31,4621711.0,12.19,Telecom,4.0,55.0,56
ZenHub,33,3631427.0,18.91,Food,5.0,-17.0,48
NexusNet,26,4430047.0,10.51,Consulting,1.0,31.0,46
ApexEnergy,36,4389329.0,14.29,Ecommerce,4.0,94.0,37
NimbusCore,9,1009098.0,7.43,Education,5.0,-59.0,100
AuroraWorks,3,4876399.0,4.64,Consulting,3.0,42.0,20
PulseEnergy,23,2691897.0,4.61,Food,2.0,-57.0,88
OrbitTravel,21,3592938.0,1.53,Manufacturing,3.0,2.0,28
NexusEnergy,30,3245982.0,17.59,Energy,4.0,-71.0,95
PioneerSystems,37,354306.0,5.18,Media,2.0,-83.0,1
RadiantHealth,32,360059.0,18.83,Food,1.0,92.0,45
OrbitRetail,1,1107577.0,0.91,Fintech,4.0,31.0,31
PulsePoint,2,3475986.0,0.49,Retail,3.0,7.0,20
AuroraFoods,31,3504470.0,12.49,Logistics,4.0,-48.0,94
VelocityLabs,20,967909.0,13.18,Telecom,5.0,17.0,5
NovaZone,23,1995803.0,19.21,Healthcare,5.0,-19.0,34
BeaconNet,16,3247666.0,0.58,Logistics,3.0,92.0,96
NovaZone,25,2262053.0,17.95,Hospitality,1.0,-31.0,88
PulseLogics,24,326473.0,2.25,Healthcare,4.0,10.0,52
PulseFoods,29,4265360.0,18.3,Energy,3.0,-71.0,10
AuroraTravel,20,335901.0,7.07,Fintech,4.0,-69.0,16
QuantumHealth,35,1379042.0,2.74,Fintech,4.0,48.0,22
AtlasGlobal,35,3021248.0,4.92,Retail,2.0,39.0,55
FusionPoint,24,3231500.0,5.39,Healthcare,3.0,92.0,69
SummitLogics,31,1534854.0,2.37,Telecom,3.0,-91.0,40
NovaGlobal,5,4099331.0,14.53,Logistics,4.0,77.0,16
SummitPoint,40,4180678.0,7.05,Hospitality,1.0,73.0,1
PrimeLogics,10,3452422.0,8.77,Manufacturing,3.0,-32.0,64
SummitGlobal,21,368923.0,15.79,Hospitality,4.0,19.0,79
FusionGlobal,38,4625948.0,0.31,Food,3.0,37.0,97
AtlasZone,18,4109897.0,6.22,Education,4.0,-3.0,8
NexusPoint,19,25786.0,1.22,Manufacturing,4.0,-47.0,19
VelocitySystems,33,3850111.0,8.95,Consulting,5.0,31.0,42
FusionFoods,25,4710164.0,14.39,Healthcare,1.0,-88.0,6
PulseLabs,27,2846262.0,4.62,Telecom,2.0,4.0,65
FusionSystems,30,2774845.0,9.93,Tourism,3.0,7.0,92
AtlasNet,37,26214.0,9.37,Hospitality,1.0,-61.0,78
RadiantEnergy,6,4460024.0,17.53,Retail,2.0,-29.0,72
PrimeTech,26,3240595.0,10.26,Education,1.0,22.0,73
AtlasPoint,9,1403714.0,19.66,Retail,1.0,-79.0,36
OrbitLogics,31,4120345.0,7.82,Hospitality,4.0,13.0,24
PioneerLink,4,3525350.0,11.67,Media,5.0,-51.0,60
QuantumDigital,6,835702.0,12.76,Food,5.0,84.0,50
PioneerLabs,36,2362264.0,15.81,Retail,3.0,-66.0,14
ZenGlobal,28,1865524.0,16.28,Food,5.0,-68.0,38
NimbusSystems,1,1405747.0,8.48,IT,5.0,88.0,65
HorizonRetail,6,4055383.0,12.89,Ecommerce,1.0,-22.0,33
QuantumLogics,20,2952318.0,0.66,Education,3.0,30.0,55
AtlasFoods,8,2123522.0,9.58,Logistics,3.0,-94.0,100
AtlasFoods,24,4850042.0,0.62,Ecommerce,1.0,20.0,11
FusionEdge,15,4329779.0,5.98,Logistics,4.0,63.0,7
EverestDigital,28,1677628.0,1.23,Ecommerce,5.0,-27.0,15
FusionWorks,20,3612199.0,7.95,Ecommerce,3.0,-77.0,17
VertexLogics,25,1432538.0,1.39,Food,3.0,-77.0,99
SummitEdge,40,946074.0,0.58,Media,4.0,-27.0,51
VertexDigital,31,4787818.0,12.87,IT,2.0,-81.0,18
NexusDigital,8,3530671.0,4.33,Consulting,5.0,10.0,98
ZenRetail,39,2330193.0,18.24,Hospitality,4.0,-61.0,16
PrimeWorks,40,1957984.0,19.53,Retail,1.0,43.0,52
NexusGlobal,2,2120585.0,14.28,Hospitality,4.0,64.0,55
VelocityEnergy,1,4847966.0,19.13,Food,1.0,-19.0,60
FusionZone,38,590779.0,11.11,Hospitality,4.0,-93.0,17
SummitZone,29,2534011.0,5.23,Energy,3.0,-77.0,12
BeaconPoint,24,1140271.0,17.07,Media,3.0,-90.0,15
AtlasEdge,31,1885882.0,15.23,Media,5.0,70.0,37
OrbitSystems,33,1434076.0,13.1,Consulting,5.0,18.0,43
PioneerLink,18,917165.0,7.09,Tourism,2.0,9.0,71
PrimeMedia,2,2761178.0,14.89,Manufacturing,2.0,-39.0,51
NimbusTech,5,4240678.0,14.88,Manufacturing,1.0,-21.0,4
NimbusHub,39,1980878.0,1.57,Tourism,3.0,11.0,75
VelocityLabs,6,503856.0,13.47,Media,1.0,2.0,42
RadiantEnergy,34,1110770.0,8.59,Tourism,1.0,-22.0,42
AuroraHub,28,2142715.0,4.2,Food,2.0,-16.0,11
RadiantWorks,12,2209393.0,9.94,Retail,4.0,79.0,92
PrimeSystems,29,3404165.0,8.79,Consulting,1.0,-82.0,66
NimbusLogics,14,2056320.0,1.38,Consulting,3.0,-20.0,31
ZenCore,4,3860323.0,17.98,IT,1.0,12.0,15
NovaDigital,21,1221331.0,4.25,Tourism,5.0,-34.0,10
RadiantEdge,13,2280236.0,12.56,Fintech,1.0,-49.0,69
VelocityZone,22,2094492.0,7.56,Retail,3.0,23.0,56
VelocityCore,15,462234.0,1.63,Ecommerce,5.0,92.0,25
VelocityEnergy,8,709502.0,1.18,Media,1.0,-94.0,57
EverestEdge,26,3679420.0,3.1,Healthcare,4.0,-91.0,73
NimbusDigital,20,1040001.0,12.36,IT,2.0,-64.0,58
VertexRetail,36,2857490.0,0.22,Media,3.0,-53.0,29
AtlasPoint,28,4950874.0,12.52,Manufacturing,2.0,-13.0,72
SummitNet,21,2755582.0,3.41,IT,1.0,49.0,95
PioneerCore,30,3817269.0,7.55,Healthcare,5.0,100.0,89
VertexMedia,38,3682602.0,11.5,Education,5.0,-40.0,79
BeaconEnergy,34,3639103.0,4.87,Tourism,5.0,87.0,63
PrimeMedia,4,1930629.0,10.77,Telecom,2.0,61.0,86
AuroraSystems,36,3602796.0,16.99,Fintech,4.0,42.0,88
NimbusHub,17,985474.0,8.4,Retail,2.0,68.0,73
HorizonLink,16,2400830.0,3.35,Food,3.0,31.0,66
PrimeSystems,10,1126615.0,8.34,Logistics,1.0,-97.0,9
PioneerEdge,15,1857569.0,10.73,Healthcare,3.0,-77.0,52
PioneerEnergy,6,216495.0,3.27,Telecom,1.0,-62.0,90
VelocityZone,25,2775246.0,9.14,Retail,2.0,99.0,65
VelocityEdge,32,3463216.0,3.53,Logistics,2.0,43.0,100
AtlasEnergy,5,1861358.0,6.59,IT,3.0,26.0,83
NovaFoods,13,2795854.0,17.85,Tourism,3.0,50.0,45
EverestLabs,21,4579520.0,5.3,Hospitality,4.0,-71.0,33
NexusTravel,17,2663658.0,12.12,Tourism,4.0,34.0,34
AuroraLabs,26,3767970.0,11.1,Manufacturing,3.0,-96.0,69
PioneerTech,29,3881831.0,4.0,Fintech,3.0,22.0,3
VertexEnergy,7,1887465.0,8.17,Fintech,2.0,30.0,71
SummitGlobal,6,570044.0,8.15,Energy,2.0,-43.0,44
PrimePoint,5,4453863.0,0.27,Consulting,2.0,-72.0,95
VertexLink,17,1556333.0,10.68,Logistics,4.0,0.0,95
SummitEnergy,21,3596500.0,18.58,Energy,3.0,-79.0,89
RadiantTech,4,536710.0,7.97,Healthcare,5.0,31.0,31
NovaCore,30,3229095.0,14.19,Tourism,1.0,0.0,43
RadiantNet,4,710907.0,17.91,Fintech,3.0,19.0,67
SummitGlobal,20,3235080.0,19.07,Fintech,3.0,91.0,100
AtlasNet,2,36282.0,19.15,Energy,2.0,43.0,92
EverestLink,14,1364266.0,14.69,Logistics,4.0,19.0,52
NexusMedia,31,2700918.0,16.56,Manufacturing,3.0,-70.0,14
ApexLink,1,103478.0,6.46,IT,3.0,-38.0,38
HorizonTech,5,4498324.0,11.07,Food,4.0,-86.0,46
AuroraGlobal,40,4400151.0,11.32,Energy,5.0,78.0,30
NexusCore,3,3185954.0,9.18,Tourism,3.0,69.0,86
NexusGlobal,33,272797.0,2.81,Logistics,2.0,-3.0,4
VelocityDigital,26,4635608.0,0.18,Fintech,4.0,8.0,84
ZenWorks,27,144798.0,19.64,Education,4.0,-71.0,13
SummitNet,32,2368153.0,13.45,Retail,1.0,-59.0,79
HorizonWorks,17,168373.0,2.58,Consulting,1.0,64.0,78
PioneerSystems,7,4448886.0,11.88,Hospitality,1.0,-78.0,61
AuroraGlobal,7,1117503.0,17.74,Logistics,3.0,67.0,81
ZenHealth,12,2940658.0,1.35,Education,3.0,63.0,39
PrimeWorks,39,3623932.0,12.47,Ecommerce,3.0,-42.0,36
PrimeLabs,21,771123.0,14.31,Manufacturing,3.0,-31.0,10
VertexDigital,17,3328019.0,12.13,Hospitality,3.0,-46.0,67
PulseMedia,20,4651225.0,6.14,Education,3.0,-24.0,2
PrimeHub,23,3800698.0,3.47,Tourism,2.0,-72.0,62
NimbusWorks,5,4049278.0,11.29,Retail,1.0,-22.0,43
SummitNet,19,3857262.0,16.32,Telecom,1.0,-89.0,20
PioneerLink,18,1408162.0,2.24,Telecom,4.0,-46.0,55
HorizonDigital,33,709541.0,4.12,Fintech,1.0,-77.0,81
HorizonRetail,28,1416793.0,16.85,Fintech,1.0,9.0,23
FusionGlobal,13,4582817.0,13.59,Tourism,1.0,81.0,87
AtlasTravel,11,4989935.0,15.94,Food,5.0,73.0,96
AtlasRetail,22,2552181.0,9.22,Retail,5.0,83.0,77
PulsePoint,32,102071.0,3.38,Food,5.0,34.0,55
SummitTech,5,298173.0,0.54,Media,4.0,-10.0,30
VelocityEnergy,13,3183432.0,16.29,Ecommerce,3.0,70.0,98
FusionGlobal,25,1982425.0,17.15,Manufacturing,5.0,-73.0,92
PioneerLabs,27,1806503.0,14.75,Ecommerce,5.0,-34.0,99
AtlasZone,1,2100322.0,1.01,Education,3.0,83.0,49
QuantumGlobal,32,3814392.0,12.96,Fintech,3.0,88.0,82
FusionHealth,14,4915889.0,4.53,Manufacturing,2.0,-46.0,26
EverestFoods,5,1825429.0,14.78,Retail,4.0,48.0,28
ApexRetail,20,4995502.0,0.16,Telecom,3.0,46.0,81
EverestZone,19,4226744.0,19.36,Media,3.0,70.0,92
FusionFoods,10,4275875.0,7.73,Ecommerce,5.0,-90.0,82
VelocityLogics,13,1333580.0,0.67,Consulting,3.0,-99.0,26
PrimeWorks,16,2413961.0,12.02,Food,1.0,-2.0,59
VelocityNet,7,2973108.0,2.89,Telecom,1.0,-96.0,21
ApexNet,29,4166595.0,14.87,Consulting,4.0,-24.0,79
ZenMedia,11,996323.0,13.6,Logistics,3.0,86.0,39
BeaconEdge,23,3052808.0,18.95,Logistics,4.0,-14.0,94
AuroraDigital,35,2676485.0,18.99,Education,3.0,87.0,15
PulseLogics,13,4863013.0,14.22,Retail,2.0,-22.0,39
VelocityGlobal,15,593986.0,11.12,Fintech,2.0,-9.0,49
SummitLink,6,1443439.0,14.67,Fintech,1.0,-61.0,5
PulseHealth,26,4045298.0,6.18,Ecommerce,2.0,-70.0,27
ZenHub,5,4187282.0,6.4,Ecommerce,2.0,-47.0,2
ApexTravel,20,4236941.0,3.29,Ecommerce,1.0,24.0,68
EverestPoint,22,476717.0,13.61,IT,2.0,-23.0,40
ApexEnergy,14,2802020.0,17.15,Healthcare,2.0,14.0,74
BeaconGlobal,11,1427872.0,8.74,Telecom,2.0,0.0,23
VertexLogics,13,1939758.0,7.97,Telecom,5.0,1.0,39
VertexCore,4,3907965.0,18.15,Tourism,1.0,97.0,81
BeaconPoint,32,607346.0,13.46,Healthcare,1.0,-4.0,26
NovaRetail,27,356087.0,19.19,Education,1.0,-99.0,53
OrbitLogics,26,2683075.0,10.93,Ecommerce,4.0,2.0,15
PulsePoint,3,588043.0,13.55,Logistics,4.0,35.0,87
RadiantTech,31,827793.0,4.15,Energy,2.0,17.0,40
PrimeCore,7,2672296.0,7.73,Education,4.0,20.0,47
NimbusEnergy,36,3201305.0,16.96,Retail,4.0,26.0,71
SummitPoint,1,3032873.0,1.52,Retail,2.0,61.0,50
NovaCore,33,4661009.0,16.93,Education,3.0,-75.0,27
SummitLogics,11,1396710.0,8.91,Retail,3.0,-27.0,10
ApexZone,22,3124686.0,17.17,Ecommerce,1.0,-79.0,49
OrbitMedia,17,1298549.0,9.54,IT,4.0,92.0,27
PrimeTravel,12,1791118.0,6.07,Media,4.0,-47.0,52
BeaconNet,37,3224347.0,12.95,Consulting,5.0,3.0,17
HorizonNet,31,4206301.0,12.42,Retail,1.0,-15.0,8
VelocityWorks,32,1429732.0,9.37,Ecommerce,3.0,-30.0,58
BeaconFoods,20,1826641.0,6.64,Manufacturing,2.0,-94.0,1
VelocityZone,15,2228681.0,4.23,Media,5.0,88.0,37
BeaconDigital,30,1172144.0,7.19,Fintech,1.0,-84.0,60
ZenFoods,35,3083513.0,4.46,Media,4.0,69.0,32
EverestLabs,39,733647.0,17.48,Logistics,5.0,-93.0,27
ApexCore,22,944520.0,3.0,Food,5.0,75.0,55
VelocityEnergy,3,4718716.0,11.73,Tourism,2.0,-21.0,5
HorizonLabs,2,24390.0,1.17,Ecommerce,1.0,-89.0,87
NimbusHub,9,2625629.0,12.86,Fintech,5.0,-75.0,44
VelocityLogics,22,681865.0,4.8,Healthcare,4.0,67.0,50
SummitFoods,39,2670115.0,4.9,Hospitality,4.0,68.0,56
EverestNet,10,3657582.0,16.27,Logistics,5.0,-47.0,29
FusionTech,15,2261119.0,4.77,Consulting,2.0,86.0,40
FusionLink,7,4091414.0,7.98,Fintech,4.0,-22.0,1
EverestRetail,36,3113618.0,1.72,Logistics,3.0,16.0,6
ApexSystems,20,3163812.0,10.55,Media,3.0,41.0,12
PrimeTech,23,4384605.0,4.33,Healthcare,2.0,95.0,82
AuroraLink,3,2834601.0,7.32,Telecom,2.0,63.0,94
EverestFoods,19,4716870.0,12.69,Tourism,1.0,57.0,54
PulseNet,20,4878862.0,4.72,Consulting,4.0,74.0,89
VertexLogics,32,4160406.0,14.76,Consulting,1.0,27.0,21
NovaLink,7,3116257.0,14.28,Manufacturing,3.0,98.0,72
PioneerSystems,3,1856279.0,19.45,IT,5.0,-25.0,12
ZenWorks,5,717374.0,13.27,Consulting,2.0,-44.0,97
NovaEdge,19,4899105.0,8.05,Retail,3.0,7.0,96
BeaconRetail,19,541989.0,11.32,Hospitality,3.0,-89.0,0
NimbusEnergy,27,281393.0,3.69,Media,2.0,-15.0,2
PioneerEnergy,13,1113224.0,12.41,Food,2.0,25.0,100
AtlasTech,38,2581637.0,5.69,Telecom,1.0,100.0,3
BeaconSystems,10,3083878.0,13.99,Media,4.0,59.0,24
NexusEdge,13,2785096.0,5.75,Hospitality,4.0,-88.0,35
EverestEdge,29,3279493.0,13.79,Fintech,5.0,-44.0,40
AuroraDigital,4,299040.0,12.83,Tourism,4.0,-35.0,73
EverestCore,36,2145382.0,11.08,Manufacturing,3.0,79.0,99
FusionRetail,13,1865833.0,17.3,Food,2.0,47.0,53
ZenGlobal,4,4659597.0,9.13,Consulting,2.0,56.0,47
OrbitZone,39,466703.0,3.35,Telecom,5.0,-10.0,88
OrbitFoods,39,1802694.0,8.69,Education,2.0,-59.0,82
OrbitMedia,6,2840985.0,15.52,IT,3.0,-96.0,28
ApexHealth,2,4102469.0,4.42,Media,4.0,22.0,82
NovaRetail,30,695523.0,19.68,Healthcare,4.0,85.0,21
NimbusMedia,18,147270.0,12.16,Ecommerce,5.0,-5.0,90
OrbitSystems,5,461264.0,1.44,Energy,2.0,82.0,76
ApexGlobal,34,2751787.0,2.64,Energy,5.0,7.0,66
PulseDigital,16,551947.0,10.44,Logistics,4.0,66.0,48
RadiantWorks,30,2362179.0,2.19,Healthcare,1.0,38.0,60
RadiantTravel,24,2014338.0,2.88,IT,3.0,81.0,79
SummitPoint,17,3074179.0,1.99,Logistics,5.0,-8.0,39
PrimeLink,40,3911148.0,1.43,Retail,3.0,83.0,46
HorizonFoods,23,2913656.0,12.97,Consulting,4.0,93.0,26
HorizonHub,14,2454097.0,8.57,Media,4.0,-32.0,10
PioneerTravel,1,4727924.0,14.56,IT,3.0,-12.0,4
NexusEnergy,11,3965294.0,15.6,Energy,4.0,55.0,92
NovaZone,16,1275351.0,17.61,Hospitality,5.0,84.0,99
FusionSystems,10,433770.0,14.07,Manufacturing,3.0,93.0,93
AuroraGlobal,40,2683556.0,8.6,Logistics,4.0,-98.0,73
FusionSystems,39,2476575.0,10.5,Retail,3.0,-59.0,27
BeaconZone,24,1474673.0,9.17,Hospitality,3.0,30.0,24
SummitPoint,16,1194716.0,2.56,Tourism,3.0,7.0,20
PioneerLabs,34,2787084.0,13.71,Hospitality,1.0,-21.0,24
AtlasZone,31,1462490.0,12.48,Tourism,1.0,-51.0,52
PulseHub,27,4833487.0,12.06,Ecommerce,3.0,-69.0,12
RadiantHealth,16,2162939.0,17.17,Education,2.0,68.0,0
VertexHub,21,1440258.0,9.3,Healthcare,5.0,32.0,82
PulseHealth,34,2260273.0,4.58,Manufacturing,2.0,-45.0,53
PrimePoint,40,1412598.0,19.67,Fintech,4.0,64.0,62
VelocityTravel,14,1096935.0,18.81,Retail,1.0,-6.0,86
